"Age","BusinessTravel","DailyRate","DistanceFromHome","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","Attrition"
49,"Travel_Rarely",722,25,3,"Female",84,3,1,1,"Married",3211,22102,1,"No",14,3,4,1,10,3,2,9,6,1,4,"No"
41,"Travel_Rarely",427,10,2,"Male",73,2,5,4,"Divorced",19141,8861,3,"No",15,3,2,3,23,2,2,21,6,12,6,"No"
29,"Travel_Rarely",352,6,4,"Male",87,2,1,2,"Married",2804,15434,1,"No",11,3,4,0,1,3,3,1,0,0,0,"No"
37,"Travel_Rarely",124,3,4,"Female",35,3,2,2,"Single",4107,13848,3,"No",15,3,1,0,8,3,2,4,3,0,1,"No"
29,"Travel_Rarely",986,3,2,"Male",93,2,3,3,"Married",11935,21526,1,"No",18,3,3,0,10,2,3,10,2,0,7,"No"
37,"Travel_Rarely",1319,6,3,"Male",51,4,2,1,"Divorced",5974,17001,4,"Yes",13,3,1,2,13,2,3,7,7,6,7,"No"
44,"Travel_Rarely",200,29,4,"Male",32,3,2,4,"Single",4541,7744,1,"No",25,4,2,0,20,3,3,20,11,13,17,"No"
27,"Travel_Rarely",975,7,4,"Female",55,2,2,1,"Single",6811,23398,8,"No",19,3,1,0,9,2,1,7,6,0,7,"No"
44,"Travel_Rarely",1467,20,4,"Male",49,3,1,2,"Single",3420,21158,1,"No",13,3,3,0,6,3,2,5,2,1,3,"No"
32,"Travel_Rarely",120,6,3,"Male",43,3,1,3,"Single",3038,12430,3,"No",20,4,1,0,8,2,3,5,4,1,4,"No"
30,"Travel_Rarely",1465,1,4,"Male",63,3,1,2,"Married",3579,9369,0,"Yes",21,4,1,1,12,2,3,11,9,5,7,"No"
31,"Travel_Rarely",1003,5,1,"Male",51,3,2,3,"Married",8346,20943,1,"No",19,3,3,1,6,3,3,5,2,0,2,"No"
36,"Travel_Rarely",913,9,2,"Male",48,2,2,2,"Divorced",8847,13934,2,"Yes",11,3,3,1,13,2,3,3,2,0,2,"No"
35,"Travel_Rarely",195,1,1,"Female",80,3,2,3,"Single",4859,6698,1,"No",16,3,4,0,5,3,3,5,4,0,3,"No"
28,"Travel_Rarely",580,27,2,"Female",39,1,2,1,"Divorced",4877,20460,0,"No",21,4,2,1,6,5,2,5,3,0,0,"No"
29,"Travel_Rarely",1283,23,4,"Male",54,3,1,4,"Single",2201,18168,9,"No",16,3,4,0,6,4,3,3,2,1,2,"No"
23,"Travel_Rarely",160,4,3,"Female",51,3,1,2,"Single",3295,12862,1,"No",13,3,3,0,3,3,1,3,2,1,2,"No"
34,"Travel_Rarely",479,7,1,"Male",35,3,1,4,"Single",2972,22061,1,"No",13,3,3,0,1,4,1,1,0,0,0,"No"
31,"Travel_Rarely",828,2,2,"Male",77,3,2,4,"Single",6582,8346,4,"Yes",13,3,3,0,10,2,4,6,5,0,5,"No"
27,"Travel_Rarely",618,4,2,"Female",76,3,1,3,"Single",2318,17808,1,"No",19,3,3,0,1,2,3,1,1,0,0,"No"
38,"Travel_Frequently",471,12,1,"Male",45,2,2,1,"Divorced",6288,4284,2,"No",15,3,3,1,13,3,2,4,3,1,2,"No"
24,"Travel_Rarely",691,23,2,"Male",89,4,1,4,"Married",2725,21630,1,"Yes",11,3,2,2,6,3,3,6,5,1,4,"No"
42,"Non-Travel",926,21,3,"Female",36,3,2,3,"Divorced",5265,16439,2,"No",16,3,2,1,11,5,3,5,3,0,2,"No"
35,"Travel_Rarely",219,16,4,"Female",44,2,2,2,"Married",4788,25388,0,"Yes",11,3,4,0,4,2,3,3,2,0,2,"No"
33,"Travel_Rarely",147,4,3,"Female",47,2,1,2,"Married",2622,13248,6,"No",21,4,4,0,7,3,3,3,2,1,1,"No"
47,"Non-Travel",543,2,3,"Male",87,3,2,2,"Married",4978,3536,7,"No",11,3,4,1,4,3,1,1,0,0,0,"No"
29,"Travel_Rarely",1107,28,3,"Female",93,3,1,4,"Divorced",2514,26968,4,"No",22,4,1,1,11,1,3,7,5,1,7,"No"
38,"Travel_Rarely",702,1,1,"Female",59,2,2,4,"Single",8686,12930,4,"No",22,4,3,0,12,2,4,8,3,0,7,"No"
45,"Travel_Rarely",1339,7,2,"Male",59,3,3,1,"Divorced",9724,18787,2,"No",17,3,3,1,25,2,3,1,0,0,0,"No"
42,"Travel_Frequently",532,29,1,"Female",92,3,2,3,"Divorced",4556,12932,2,"No",11,3,2,1,19,3,3,5,4,0,2,"No"
35,"Travel_Rarely",185,23,2,"Male",91,1,1,3,"Married",2705,9696,0,"No",16,3,2,1,6,2,4,5,4,0,3,"No"
35,"Travel_Rarely",1370,27,4,"Male",49,3,2,3,"Married",6883,5151,2,"No",16,3,2,1,17,3,3,7,7,0,7,"No"
56,"Travel_Rarely",1400,7,4,"Male",49,1,3,4,"Single",7260,21698,4,"No",11,3,1,0,37,3,2,6,4,0,2,"No"
36,"Travel_Rarely",132,6,2,"Female",55,4,1,4,"Married",3038,22002,3,"No",12,3,2,0,5,3,3,1,0,0,0,"No"
34,"Travel_Rarely",258,21,4,"Male",74,4,2,4,"Single",5337,19921,1,"No",12,3,4,0,10,3,3,10,7,5,7,"No"
27,"Travel_Rarely",894,9,4,"Female",99,3,1,2,"Single",2279,11781,1,"No",16,3,4,0,7,2,2,7,7,0,3,"No"
35,"Travel_Frequently",853,18,2,"Male",71,3,3,1,"Married",9069,11031,1,"No",22,4,4,1,9,3,2,9,8,1,8,"No"
56,"Travel_Rarely",713,8,3,"Female",67,3,1,1,"Divorced",4257,13939,4,"Yes",18,3,3,1,19,3,3,2,2,2,2,"No"
30,"Travel_Rarely",852,10,3,"Male",72,2,2,3,"Married",6578,2706,1,"No",18,3,1,1,10,3,3,10,3,1,4,"No"
40,"Travel_Rarely",989,4,4,"Female",46,3,5,3,"Married",19033,6499,1,"No",14,3,2,1,21,2,3,20,8,9,9,"No"
35,"Travel_Rarely",670,10,1,"Female",51,3,2,3,"Single",6142,4223,3,"Yes",16,3,3,0,10,4,3,5,2,0,4,"No"
41,"Travel_Rarely",933,9,3,"Male",94,3,1,1,"Married",2238,6961,2,"No",21,4,4,1,7,2,3,5,0,1,4,"No"
45,"Travel_Rarely",549,8,4,"Male",75,3,2,4,"Married",3697,9278,9,"No",14,3,1,2,12,3,3,10,9,9,8,"No"
31,"Travel_Rarely",1222,11,4,"Male",48,3,1,4,"Married",2356,14871,3,"Yes",19,3,2,1,8,2,3,6,4,0,2,"No"
59,"Travel_Rarely",1089,1,2,"Male",66,3,3,4,"Married",11904,11038,3,"Yes",14,3,3,1,14,1,1,6,4,0,4,"No"
39,"Non-Travel",1251,21,1,"Female",32,1,2,3,"Married",5736,3987,6,"No",19,3,3,1,10,1,3,3,2,1,2,"No"
45,"Travel_Rarely",1339,7,2,"Male",59,3,3,1,"Divorced",9724,18787,2,"No",17,3,3,1,25,2,3,1,0,0,0,"No"
54,"Travel_Rarely",1147,3,4,"Female",52,3,2,1,"Married",5940,17011,2,"No",14,3,4,1,16,4,3,6,2,0,5,"No"
29,"Travel_Frequently",461,1,4,"Male",70,4,2,3,"Single",6294,23060,8,"Yes",12,3,4,0,10,5,4,3,2,0,2,"No"
31,"Non-Travel",979,1,3,"Male",90,1,2,3,"Married",4345,4381,0,"No",12,3,4,1,6,2,3,5,4,1,4,"No"
43,"Travel_Rarely",1179,2,4,"Male",73,3,2,4,"Married",7847,6069,1,"Yes",17,3,1,1,10,3,3,10,9,8,8,"No"
31,"Travel_Rarely",196,29,1,"Female",91,2,2,4,"Married",5468,13402,1,"No",14,3,1,2,13,3,3,12,7,5,7,"No"
36,"Travel_Frequently",607,7,1,"Female",83,4,2,1,"Married",4639,2261,2,"No",16,3,4,1,17,2,2,15,7,6,13,"No"
43,"Travel_Rarely",1273,2,4,"Female",72,4,1,3,"Divorced",2645,21923,1,"No",12,3,4,2,6,3,2,5,3,1,4,"No"
27,"Travel_Rarely",155,4,2,"Male",87,4,2,2,"Married",6142,5174,1,"Yes",20,4,2,1,6,0,3,6,2,0,3,"No"
45,"Non-Travel",1052,6,4,"Female",57,2,3,4,"Single",8865,16840,6,"No",12,3,4,0,23,2,3,19,7,12,8,"No"
30,"Travel_Frequently",1312,23,1,"Male",96,1,1,3,"Divorced",2613,22310,1,"No",25,4,3,3,10,2,2,10,7,0,9,"No"
50,"Travel_Rarely",813,17,4,"Female",50,2,3,1,"Divorced",13269,21981,5,"No",15,3,3,3,19,3,3,14,11,1,11,"No"
53,"Travel_Rarely",238,1,4,"Female",34,3,2,1,"Single",8381,7507,7,"No",20,4,4,0,18,2,4,14,7,8,10,"No"
35,"Travel_Rarely",1029,16,4,"Female",91,2,3,2,"Single",8606,21195,1,"No",19,3,4,0,11,3,1,11,8,3,3,"No"
22,"Travel_Rarely",604,6,1,"Male",69,3,1,3,"Married",2773,12145,0,"No",20,4,4,0,3,3,3,2,2,2,2,"No"
43,"Travel_Rarely",244,2,2,"Male",97,3,1,4,"Single",3539,5033,0,"No",13,3,2,0,10,5,3,9,7,1,8,"No"
29,"Travel_Rarely",1252,23,3,"Male",81,4,1,3,"Married",2700,23779,1,"No",24,4,3,1,10,3,3,10,7,0,7,"No"
40,"Travel_Frequently",902,26,3,"Female",92,2,2,4,"Married",4422,21203,3,"Yes",13,3,4,1,16,3,1,1,1,0,0,"No"
43,"Travel_Rarely",823,6,1,"Female",81,2,5,3,"Married",19392,22539,7,"No",13,3,4,0,21,2,3,16,12,6,14,"No"
31,"Non-Travel",976,3,3,"Male",48,3,1,1,"Divorced",3065,3995,1,"Yes",13,3,4,1,4,3,4,4,2,2,3,"No"
27,"Travel_Rarely",1054,8,3,"Female",67,3,1,4,"Single",3445,6152,1,"No",11,3,3,0,6,5,2,6,2,1,4,"No"
42,"Travel_Rarely",933,29,2,"Male",98,3,2,2,"Married",4434,11806,1,"No",13,3,4,1,10,3,2,9,8,7,8,"No"
29,"Travel_Rarely",1176,3,2,"Female",62,3,2,3,"Married",5561,3487,1,"No",14,3,1,1,6,5,2,6,0,1,2,"No"
28,"Travel_Rarely",995,9,3,"Female",77,3,1,3,"Divorced",2377,9834,5,"No",18,3,2,1,6,2,3,2,2,2,2,"No"
39,"Travel_Rarely",835,19,4,"Male",41,3,2,4,"Divorced",3902,5141,8,"No",14,3,2,3,7,2,3,2,2,2,2,"No"
39,"Travel_Rarely",408,2,4,"Female",80,2,2,3,"Single",4553,20978,1,"No",11,3,1,0,20,4,3,20,7,11,10,"No"
46,"Travel_Rarely",1402,2,3,"Female",69,3,4,1,"Married",17048,24097,8,"No",23,4,1,0,28,2,3,26,15,15,9,"No"
36,"Travel_Rarely",429,2,3,"Female",53,3,2,2,"Single",5410,2323,9,"Yes",11,3,4,0,18,2,3,16,14,5,12,"No"
35,"Travel_Rarely",660,7,4,"Male",76,3,1,3,"Married",2404,16192,1,"No",13,3,1,1,1,3,3,1,0,0,0,"No"
43,"Travel_Rarely",1273,2,4,"Female",72,4,1,3,"Divorced",2645,21923,1,"No",12,3,4,2,6,3,2,5,3,1,4,"No"
35,"Travel_Rarely",583,25,3,"Female",57,3,3,3,"Divorced",10388,6975,1,"Yes",11,3,3,1,16,3,2,16,10,10,1,"No"
32,"Travel_Frequently",379,5,2,"Male",48,3,2,2,"Married",6524,8891,1,"No",14,3,4,1,10,3,3,10,8,5,3,"No"
29,"Travel_Rarely",718,8,2,"Male",79,2,2,4,"Married",5056,17689,1,"Yes",15,3,3,1,10,2,2,10,7,1,2,"No"
40,"Travel_Rarely",1416,2,1,"Male",49,3,5,3,"Divorced",19436,5949,0,"No",19,3,4,1,22,5,3,21,7,3,9,"No"
35,"Travel_Rarely",528,8,3,"Male",100,3,1,3,"Single",4323,7108,1,"No",17,3,2,0,6,2,1,5,4,1,4,"No"
48,"Travel_Rarely",969,2,4,"Male",76,4,1,2,"Single",2559,16620,5,"No",11,3,3,0,7,4,2,1,0,0,0,"No"
28,"Non-Travel",1476,1,3,"Female",55,1,2,4,"Married",6674,16392,0,"No",11,3,1,3,10,6,3,9,8,7,5,"No"
27,"Travel_Frequently",591,2,4,"Male",87,3,1,4,"Single",2580,6297,2,"No",13,3,3,0,6,0,2,4,2,1,2,"No"
37,"Travel_Rarely",482,3,3,"Male",36,3,3,3,"Married",9434,9606,1,"No",15,3,3,1,10,2,3,10,7,7,8,"No"
42,"Travel_Rarely",622,2,3,"Female",81,3,2,4,"Married",4089,5718,1,"No",13,3,2,2,10,4,3,10,2,2,2,"No"
36,"Travel_Rarely",1120,11,2,"Female",100,2,2,4,"Married",6652,14369,4,"No",13,3,1,1,8,2,2,6,3,0,0,"No"
30,"Travel_Rarely",330,1,3,"Male",46,3,1,3,"Divorced",2064,15428,0,"No",21,4,1,1,6,3,4,5,3,1,3,"No"
32,"Travel_Rarely",859,4,3,"Female",98,2,2,3,"Married",6162,19124,1,"No",12,3,3,1,14,3,3,14,13,6,8,"No"
34,"Travel_Frequently",669,1,4,"Male",97,2,2,1,"Single",5343,25755,0,"No",20,4,3,0,14,3,3,13,9,4,9,"No"
29,"Non-Travel",1496,1,4,"Male",41,3,2,3,"Married",4319,26283,1,"No",13,3,1,1,10,1,3,10,7,0,9,"No"
37,"Travel_Rarely",1239,8,3,"Male",89,3,2,2,"Divorced",4071,12832,2,"No",13,3,3,0,19,4,2,10,0,4,7,"No"
53,"Travel_Rarely",1376,2,3,"Male",45,3,4,3,"Divorced",14852,13938,6,"No",13,3,3,1,22,3,4,17,13,15,2,"No"
41,"Travel_Rarely",645,1,2,"Male",49,4,3,1,"Married",8392,19566,1,"No",16,3,3,1,10,2,3,10,7,0,7,"No"
35,"Travel_Rarely",1137,21,4,"Female",51,3,2,4,"Married",4014,19170,1,"Yes",25,4,4,1,10,2,1,10,6,0,7,"No"
59,"Travel_Rarely",1435,25,1,"Female",99,3,3,1,"Single",7637,2354,7,"No",11,3,4,0,28,3,2,21,16,7,9,"No"
39,"Travel_Frequently",766,20,3,"Male",83,3,2,4,"Divorced",4127,19188,2,"No",18,3,4,1,7,6,3,2,1,2,2,"No"
32,"Travel_Rarely",824,5,4,"Female",67,2,2,2,"Married",5878,15624,3,"No",12,3,1,1,12,2,3,7,1,2,5,"No"
50,"Travel_Frequently",1115,1,1,"Female",73,3,5,2,"Married",18172,9755,3,"Yes",19,3,1,0,28,1,2,8,3,0,7,"No"
32,"Travel_Rarely",117,13,2,"Male",73,3,2,4,"Divorced",4403,9250,2,"No",11,3,3,1,8,3,2,5,2,0,3,"No"
59,"Travel_Rarely",1089,1,2,"Male",66,3,3,4,"Married",11904,11038,3,"Yes",14,3,3,1,14,1,1,6,4,0,4,"No"
33,"Travel_Rarely",589,28,2,"Male",79,3,2,3,"Married",5207,22949,1,"Yes",12,3,2,1,15,3,3,15,14,5,7,"No"
43,"Travel_Rarely",982,12,1,"Male",59,2,4,2,"Divorced",14336,4345,1,"No",11,3,3,1,25,3,3,25,10,3,9,"No"
33,"Travel_Frequently",827,1,3,"Female",84,4,2,2,"Married",5488,20161,1,"Yes",13,3,1,1,6,2,3,6,5,1,2,"No"
38,"Travel_Frequently",508,6,1,"Male",72,2,2,3,"Married",5321,14284,2,"No",11,3,4,1,10,1,3,8,3,7,7,"No"
32,"Travel_Rarely",371,19,4,"Male",80,1,3,3,"Married",9610,3840,3,"No",13,3,3,1,10,2,1,4,3,0,2,"No"
43,"Travel_Rarely",982,12,1,"Male",59,2,4,2,"Divorced",14336,4345,1,"No",11,3,3,1,25,3,3,25,10,3,9,"No"
55,"Travel_Rarely",1311,2,3,"Female",97,3,4,4,"Single",16659,23258,2,"Yes",13,3,3,0,30,2,3,5,4,1,2,"No"
26,"Travel_Rarely",482,1,2,"Female",90,2,1,3,"Married",2933,14908,1,"Yes",13,3,3,1,1,3,2,1,0,1,0,"No"
42,"Travel_Frequently",458,26,1,"Female",60,3,3,1,"Married",13191,23281,3,"Yes",17,3,3,0,20,6,3,1,0,0,0,"No"
46,"Travel_Frequently",638,1,3,"Male",40,2,3,1,"Married",10673,3142,2,"Yes",13,3,3,1,21,5,2,10,9,9,5,"No"
55,"Travel_Rarely",1229,4,4,"Male",30,3,2,3,"Married",4035,16143,0,"Yes",16,3,2,0,4,2,3,3,2,1,2,"No"
35,"Travel_Rarely",1402,28,2,"Female",98,2,1,3,"Married",2430,26204,0,"No",23,4,1,2,6,5,3,5,3,4,2,"No"
30,"Travel_Rarely",202,2,3,"Male",72,3,1,2,"Married",2476,17434,1,"No",18,3,1,1,1,3,3,1,0,0,0,"No"
30,"Travel_Rarely",1176,20,3,"Male",85,3,2,1,"Married",9957,9096,0,"No",15,3,3,1,7,1,2,6,2,0,2,"No"
43,"Travel_Rarely",1291,15,3,"Male",65,2,4,3,"Married",17603,3525,1,"No",24,4,1,1,14,3,3,14,10,6,11,"No"
46,"Travel_Rarely",228,3,3,"Female",51,3,4,2,"Married",16606,11380,8,"No",12,3,4,1,23,2,4,13,12,5,1,"No"
46,"Travel_Rarely",734,2,3,"Male",46,3,5,4,"Divorced",19328,14218,7,"Yes",17,3,3,1,24,3,3,2,1,2,2,"No"
29,"Travel_Rarely",1328,2,3,"Male",76,3,1,2,"Married",2703,4956,0,"No",23,4,4,1,6,3,3,5,4,0,4,"No"
29,"Travel_Rarely",153,15,4,"Female",49,2,2,3,"Single",4193,12682,0,"Yes",12,3,4,0,10,3,3,9,5,0,8,"No"
29,"Travel_Rarely",136,1,1,"Male",89,3,2,1,"Married",5373,6225,0,"No",12,3,1,1,6,5,2,5,3,0,2,"No"
29,"Non-Travel",746,2,4,"Male",61,3,2,3,"Married",4649,16928,1,"No",14,3,1,1,4,3,2,4,3,0,2,"No"
27,"Travel_Rarely",728,23,2,"Female",36,2,2,3,"Married",3540,7018,1,"No",21,4,4,1,9,5,3,9,8,5,8,"No"
39,"Travel_Frequently",945,22,4,"Female",82,3,3,1,"Single",10880,5083,1,"Yes",13,3,3,0,21,2,3,21,6,2,8,"No"
45,"Travel_Rarely",1038,20,2,"Male",95,1,3,1,"Divorced",10851,19863,2,"Yes",18,3,2,1,24,2,3,7,7,0,7,"No"
30,"Travel_Rarely",911,1,4,"Male",76,3,1,2,"Married",3748,4077,1,"No",13,3,3,0,12,6,2,12,8,1,7,"No"
30,"Travel_Rarely",852,1,4,"Male",55,2,2,4,"Married",5126,15998,1,"Yes",12,3,3,2,10,1,2,10,8,3,0,"No"
34,"Travel_Frequently",1069,2,4,"Male",45,2,2,3,"Married",9547,14074,1,"No",17,3,3,0,10,2,2,10,9,1,9,"No"
22,"Non-Travel",457,26,2,"Female",85,2,1,3,"Married",2814,10293,1,"Yes",14,3,2,0,4,2,2,4,2,1,3,"No"
34,"Travel_Rarely",511,3,4,"Female",32,1,2,4,"Single",6029,25353,5,"No",12,3,1,0,6,3,3,2,2,2,2,"No"
46,"Travel_Rarely",228,3,3,"Female",51,3,4,2,"Married",16606,11380,8,"No",12,3,4,1,23,2,4,13,12,5,1,"No"
39,"Travel_Rarely",835,19,4,"Male",41,3,2,4,"Divorced",3902,5141,8,"No",14,3,2,3,7,2,3,2,2,2,2,"No"
45,"Travel_Rarely",538,1,1,"Male",66,3,3,2,"Divorced",7441,20933,1,"No",12,3,1,3,10,4,3,10,8,7,7,"No"
32,"Travel_Rarely",1401,4,3,"Female",56,3,1,2,"Married",3931,20990,2,"No",11,3,1,1,6,5,3,4,3,1,2,"No"
47,"Travel_Frequently",1379,16,3,"Male",64,4,2,3,"Divorced",5067,6759,1,"Yes",19,3,3,0,20,3,4,19,10,2,7,"No"
36,"Travel_Rarely",1041,13,3,"Male",36,3,1,2,"Married",2143,25527,4,"No",13,3,2,1,8,2,3,5,2,0,4,"No"
36,"Travel_Rarely",188,7,2,"Male",65,3,1,4,"Single",4678,23293,2,"No",18,3,3,0,8,6,3,6,2,0,1,"No"
31,"Travel_Rarely",1222,11,4,"Male",48,3,1,4,"Married",2356,14871,3,"Yes",19,3,2,1,8,2,3,6,4,0,2,"No"
27,"Travel_Rarely",1240,2,4,"Female",33,3,1,1,"Divorced",2341,19715,1,"No",13,3,4,1,1,6,3,1,0,0,0,"No"
36,"Travel_Frequently",607,7,1,"Female",83,4,2,1,"Married",4639,2261,2,"No",16,3,4,1,17,2,2,15,7,6,13,"No"
36,"Non-Travel",1434,8,1,"Male",76,2,3,1,"Single",7587,14229,1,"No",15,3,2,0,10,1,3,10,7,0,9,"No"
27,"Travel_Rarely",1240,2,4,"Female",33,3,1,1,"Divorced",2341,19715,1,"No",13,3,4,1,1,6,3,1,0,0,0,"No"
30,"Non-Travel",1398,22,3,"Female",69,3,3,1,"Married",8412,2890,0,"No",11,3,3,0,10,3,3,9,8,7,8,"No"
49,"Travel_Frequently",279,8,3,"Male",61,2,2,2,"Married",5130,24907,1,"No",23,4,4,1,10,3,3,10,7,1,7,"No"
56,"Travel_Rarely",206,8,4,"Male",99,3,5,2,"Single",19717,4022,6,"No",14,3,1,0,36,4,3,7,3,7,7,"No"
41,"Travel_Rarely",918,6,4,"Male",35,3,3,3,"Single",9241,15869,1,"No",12,3,2,0,10,3,3,10,8,8,7,"No"
38,"Travel_Rarely",1245,14,3,"Male",80,3,2,2,"Married",9924,12355,0,"No",11,3,4,1,10,3,3,9,8,7,7,"No"
34,"Travel_Rarely",216,1,2,"Male",75,4,2,4,"Divorced",9725,12278,0,"No",11,3,4,1,16,2,2,15,1,0,9,"No"
46,"Travel_Rarely",168,4,4,"Female",33,2,5,2,"Married",18789,9946,2,"No",14,3,3,1,26,2,3,11,4,0,8,"No"
34,"Travel_Rarely",121,2,3,"Female",86,2,1,1,"Single",4381,7530,1,"No",11,3,3,0,6,3,3,6,5,1,3,"No"
52,"Travel_Frequently",890,25,3,"Female",81,2,4,4,"Married",13826,19028,3,"No",22,4,3,0,31,3,3,9,8,0,0,"No"
39,"Travel_Rarely",412,13,3,"Female",94,2,4,2,"Divorced",17123,17334,6,"Yes",13,3,4,2,21,4,3,19,9,15,2,"No"
38,"Non-Travel",152,10,3,"Female",85,3,2,4,"Single",5666,19899,1,"Yes",13,3,2,0,6,1,3,5,3,1,3,"No"
28,"Travel_Frequently",773,6,3,"Male",39,2,1,3,"Divorced",2703,22088,1,"Yes",14,3,4,1,3,2,3,3,1,0,2,"No"
44,"Travel_Rarely",1448,28,4,"Female",53,4,4,4,"Married",13320,11737,3,"Yes",18,3,3,1,23,2,3,12,11,11,11,"No"
41,"Travel_Rarely",918,6,4,"Male",35,3,3,3,"Single",9241,15869,1,"No",12,3,2,0,10,3,3,10,8,8,7,"No"
41,"Travel_Rarely",167,12,2,"Male",46,3,1,4,"Married",4766,9051,3,"Yes",11,3,1,1,6,4,3,1,0,0,0,"No"
38,"Travel_Rarely",371,2,4,"Male",45,3,1,4,"Single",3944,4306,5,"Yes",11,3,3,0,6,3,3,3,2,1,2,"No"
29,"Travel_Frequently",1404,20,3,"Female",84,3,1,4,"Married",2157,18203,1,"No",15,3,2,1,3,5,3,3,1,0,2,"No"
35,"Travel_Rarely",1142,23,3,"Female",30,3,1,1,"Married",4014,16002,3,"Yes",15,3,3,1,4,3,3,2,2,2,2,"No"
37,"Travel_Rarely",1319,6,3,"Male",51,4,2,1,"Divorced",5974,17001,4,"Yes",13,3,1,2,13,2,3,7,7,6,7,"No"
40,"Travel_Frequently",692,11,4,"Female",73,3,2,3,"Married",6323,26849,1,"No",11,3,1,1,10,2,4,10,9,9,4,"No"
54,"Travel_Rarely",821,5,1,"Male",86,3,5,1,"Married",19406,8509,4,"No",11,3,3,1,24,4,2,4,2,1,2,"No"
31,"Travel_Rarely",1082,1,3,"Male",87,3,1,2,"Single",2501,18775,1,"No",17,3,2,0,1,4,3,1,1,1,0,"No"
31,"Travel_Rarely",1154,2,1,"Male",54,3,1,3,"Married",3067,6393,0,"No",19,3,3,1,3,1,3,2,2,1,2,"No"
59,"Travel_Rarely",1435,25,1,"Female",99,3,3,1,"Single",7637,2354,7,"No",11,3,4,0,28,3,2,21,16,7,9,"No"
40,"Travel_Frequently",902,26,3,"Female",92,2,2,4,"Married",4422,21203,3,"Yes",13,3,4,1,16,3,1,1,1,0,0,"No"
45,"Non-Travel",248,23,4,"Male",42,3,2,1,"Married",3633,14039,1,"Yes",15,3,3,1,9,2,3,9,8,0,8,"No"
44,"Travel_Rarely",528,1,3,"Female",44,3,1,4,"Divorced",3195,4167,4,"Yes",18,3,1,3,8,2,3,2,2,2,2,"No"
36,"Travel_Rarely",796,12,4,"Female",51,2,3,4,"Single",8858,15669,0,"No",11,3,2,0,15,2,2,14,8,7,8,"No"
35,"Travel_Rarely",1370,27,4,"Male",49,3,2,3,"Married",6883,5151,2,"No",16,3,2,1,17,3,3,7,7,0,7,"No"
59,"Non-Travel",1420,2,3,"Female",32,2,5,4,"Married",18844,21922,9,"No",21,4,4,1,30,3,3,3,2,2,2,"No"
29,"Travel_Rarely",598,9,3,"Male",91,4,1,3,"Married",2451,22376,6,"No",18,3,1,2,5,2,2,1,0,0,0,"No"
44,"Travel_Rarely",1112,1,1,"Female",50,2,2,3,"Single",5985,26894,4,"No",11,3,2,0,10,1,4,2,2,0,2,"No"
34,"Travel_Rarely",131,2,3,"Female",86,3,2,1,"Single",4538,6039,0,"Yes",12,3,4,0,4,3,3,3,2,0,2,"No"
33,"Travel_Rarely",1099,4,1,"Female",82,2,1,2,"Married",3838,8192,8,"No",11,3,4,0,8,5,3,5,4,0,2,"No"
31,"Travel_Rarely",1276,2,4,"Female",59,1,1,4,"Divorced",1129,17536,1,"Yes",11,3,3,3,1,4,3,1,0,0,0,"No"
43,"Travel_Frequently",313,21,4,"Male",61,3,1,4,"Married",2258,15238,7,"No",20,4,1,1,8,1,3,3,2,1,2,"No"
38,"Travel_Rarely",201,10,2,"Female",99,1,3,3,"Married",13206,3376,3,"No",12,3,1,1,20,3,3,18,16,1,11,"No"
40,"Travel_Frequently",1469,9,4,"Male",35,3,1,2,"Divorced",3617,25063,8,"Yes",14,3,4,1,3,2,3,1,1,0,0,"No"
50,"Travel_Rarely",813,17,4,"Female",50,2,3,1,"Divorced",13269,21981,5,"No",15,3,3,3,19,3,3,14,11,1,11,"No"
29,"Travel_Rarely",592,7,4,"Male",59,3,1,1,"Single",2062,19384,3,"No",14,3,2,0,11,2,3,3,2,1,2,"No"
40,"Travel_Rarely",1194,2,3,"Female",98,3,1,3,"Married",2001,12549,2,"No",14,3,2,3,20,2,3,5,3,0,2,"No"
31,"Travel_Rarely",691,7,4,"Male",73,3,2,4,"Divorced",7547,7143,4,"No",12,3,4,3,13,3,3,7,7,1,7,"No"
42,"Travel_Rarely",635,1,2,"Male",99,3,2,3,"Married",4907,24532,1,"No",25,4,3,0,20,3,3,20,16,11,6,"No"
30,"Non-Travel",990,7,3,"Male",64,3,1,3,"Divorced",1274,7152,1,"No",13,3,2,2,1,2,2,1,0,0,0,"No"
24,"Travel_Frequently",897,10,1,"Male",59,3,1,4,"Married",2145,2097,0,"No",14,3,4,1,3,2,3,2,2,2,1,"No"
36,"Travel_Frequently",1195,11,2,"Male",95,2,2,2,"Single",6499,22656,1,"No",13,3,3,0,6,3,3,6,5,0,3,"No"
35,"Travel_Rarely",1029,16,4,"Female",91,2,3,2,"Single",8606,21195,1,"No",19,3,4,0,11,3,1,11,8,3,3,"No"
46,"Travel_Rarely",1125,10,3,"Female",94,2,3,4,"Married",9071,11563,2,"Yes",19,3,3,1,15,3,3,3,2,1,2,"No"
